imgInfo.name,imgInfo.size,name,position,hosipital
阿斯利康-海边-蓝色-MXX.png,1125x4548,史健,教授,河北医科大学第四医院
阿斯利康-海边-蓝色-MXX.png,1125x4548,王海涛,教授,天津医科大学第二医院
阿斯利康-海边-蓝色-MXX.png,1125x4548,朱月,教授,天津市胸科医院讨论嘉宾
阿斯利康-海边-蓝色-MXX.png,1125x4548,王丽丽,教授,天津医科大学第二医院
阿斯利康-海边-蓝色-MXX.png,1125x4548,刘东颖,教授,天津市肿瘤医院
阿斯利康-海边-蓝色-MXX.png,1125x4548,秦建文,教授,天津市胸科医院
阿斯利康-海边-蓝色-MXX.png,1125x4548,郭洪生,教授,天津市第三中心医院
阿斯利康-海边-蓝色-MXX.png,1125x4548,马晖,教授,天津市胸科医院
阿斯利康-海边-蓝色-MXX.png,1125x4548,阎皓,教授,天津市人民医院
爱博诺德-大咖塑语-眼科-儿童-卡通-蓝色-多人-YF.png,1170x3483,张 钰,教授,北京大学第三医院
爱博诺德-大咖塑语-眼科-儿童-卡通-蓝色-多人-YF.png,1170x3483,刘 杨,主任,
爱博诺德-大咖塑语-眼科-儿童-卡通-蓝色-多人-YF.png,1170x3483,陈思萍,主任,温州医科大学附属眼视光医院杭州院区
爱博诺德面面谈新版-眼科-蓝色-ykr.png,1125x2385,王凯教授◆北京大学人民医院眼视光中心主任,医师,教授、眼科学博士、博士研究生导师加州大学伯克利分校眼视光学院博士后、访问学者◆北京
爱博诺德面面谈新版-眼科-蓝色-ykr.png,1125x2385,扫描二维码，关注iBright普诺瞳视频号观看直播，将有机会和王凯,教授,连线交流哦！
晟德睿馨-乳腺癌-简约-黄紫-ZYK.jpg,1080x8716,QQ马飞,教授,中国学成执行主席Q0RREO9()0Q华能修理手清膜(）QiCI
晟德睿馨-乳腺癌-简约-黄紫-ZYK.jpg,1080x8716,讨论嘉克O0OO罗 扬 教接赵卫红授房辉,教授,王仲照教接中国医学利学院Q手和兰波玉大除因网
肺-浅绿-lyl.png,1080x3751,潘跃银,教授,中国科学技术大学附属第一医院
肺-浅绿-lyl.png,1080x3751,陈余清,教授,蚌埠医学院第一附属医院
肺-浅绿-lyl.png,1080x3751,王明喜,教授,蚌埠医学院第一附属医院
肺-浅绿-lyl.png,1080x3751,徐玲玲,教授,安徽省胸科医院
肺-浅绿-lyl.png,1080x3751,江丰收,教授,中国术术技术究学
肺-浅绿-lyl.png,1080x3751,贾伟,教授,中国认术技术梵学
肺-浅绿-lyl.png,1080x3751,陈余清,教授,蚌埠医学院第一附属医院
肺-浅绿-lyl.png,1080x3751,李仲然,教授,芜湖市中医院
肺-浅绿-lyl.png,1080x3751,程刚,教授,亳州市人民医院
费森-商务-蓝色-元素企业提供-zyh.png,1125x3591,楼敏,教授,浙江大学医学院附属第二医院
费森-商务-蓝色-元素企业提供-zyh.png,1125x3591,赵玉武,教授,上海交通大学医学院附属
费森-商务-蓝色-元素企业提供-zyh.png,1125x3591,王志强,主任,福建医科大学附属
费森-商务-蓝色-元素企业提供-zyh.png,1125x3591,周炯,主任,浙江大学医学院附属
费森-商务-蓝色-元素企业提供-zyh.png,1125x3591,曹立,主任,上海交通大学医学院附属
费森-商务-蓝色-元素企业提供-zyh.png,1125x3591,徐惠琴,主任,温州医科大学附属
费森-商务-蓝色-元素企业提供-zyh.png,1125x3591,谢尊椿“,主任,南昌大学第一附属医院
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,王雷,教授,海淀区妇幼保健院
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,王慧禹,教授,海淀区妇幼保健院
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,袁全莲,教授,海淀区妇幼保健院海淀区妇幼保健院海淀区妇幼保健院
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,郭叮叮,教授,
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,赵梓伊,教授,
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,赵伟,教授,海淀区妇幼保健院
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,张嘉盈,教授,
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,赵洁,保健医,美和园幼儿园
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,冯晶晶,教授,海淀区妇幼保健院
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,腾越,教授,海淀区妇幼保健院海淀区妇幼保健院
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,林晓华,教授,海淀区妇幼保健院
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,陈林英,教授,海淀区妇幼保健院海淀区妇幼保健院
海淀区妇幼-妇女海报-蓝粉色-RJJ.png,1125x5013,郝文哲,教授,
华大基因-蓝色-儿科-ykr.png,1125x5310,王天有,教授,首都医科大学附属北京儿童医院·
华大基因-蓝色-儿科-ykr.png,1125x5310,张维溪,教授,第型偿院科炎光壁院温州医科态学附属
华大基因-蓝色-儿科-ykr.png,1125x5310,郑雯洁,教授,第
华大基因-蓝色-儿科-ykr.png,1125x5310,张海邻,教授,温州医科大学附第二医院育英儿童医院
华大基因-蓝色-儿科-ykr.png,1125x5310,毛华伟,教授,首都医科大学附属北景儿童医院
华大基因-蓝色-儿科-ykr.png,1125x5310,叶晓华,教授,温州医科第三医院育英亢童医院
华大基因-蓝色-儿科-ykr.png,1125x5310,王天有,教授,都医科大学附属北景π奎医院
华大基因-蓝色-儿科-ykr.png,1125x5310,唐雪梅,教授,重庆医科天学附属儿童医院
华大基因-蓝色-儿科-ykr.png,1125x5310,孙莉,教授,温州医科大学附属第一医院
华大基因-蓝色-儿科-ykr.png,1125x5310,毛华伟,教授,附属北景童医院
华大基因-蓝色-儿科-ykr.png,1125x5310,郑加永,教授,温漏帮夷安民蜜医院
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,北京中医院东学,教授,门医院北度是泌明,数的 院晓东
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,王春勇,教授,北京大学第三医院
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,洪霞,教授,中国中医科学院西苑医院
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,周立美,教授,中国中医科学院广安门医院南区
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,,教授,
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,史华伟,教授,京中
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,尹冬青,教授,
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,AER北京中医住教,教授,
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,曾把废女关院压北京陈主英教努医院清享维数提院滕菲,教授,
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,顾贺伶,教授,北京丰台医陵
康弘璀璨身心-新0310-深蓝色-客户提供元素-dyn.png,1080x5065,何华,教授,北京中西医结合医院
康弘精医求精-蓝色-简约线条-dyn.png,1125x5657,刘忠纯,教授,武汉大学人民医院
康弘精医求精-蓝色-简约线条-dyn.png,1125x5657,杜向东,教授,苏州市广济医院讨论嘉宾讨论嘉宾按姓氏拼音排序序，排名不分前月
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,品会,主任,委
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,业委员会,主任,
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,商冠宁,教授,中国医
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,,教授,、博士研究生导火
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,,副主任,委员
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,会皮肤肿瘤专业委员会,副主任,
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,肿瘤分会,主任,委副主编、编委学会宵
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,中国抗疾协食皮肤料广东省医层医药学会皮肤专业委员会主任！主任委员广东香中西医结舍学会皮肤科分会,副主任,委员
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,邓列华,教授,香南大
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,,医师,协会皮肤
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,刘国艳,教授,
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,心,副主任,
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,吴振杰,教授,西医科-学附属肿瘾医[
抗癌协会-肿瘤-浅蓝-多人-XYF.jpg,1080x6508,张琰,教授,江苏省肿瘤医院
默沙东-紫色-肝-MXX.png,1125x6418,胡明根,教授,中国人民解放军总医院
默沙东-紫色-肝-MXX.png,1125x6418,高杰,教授,北京大学人民医院
默沙东-紫色-肝-MXX.png,1125x6418,王,教授,北京大学肿瘤医院
默沙东-紫色-肝-MXX.png,1125x6418,黎功,教授,北京清华长庚医院
默沙东-紫色-肝-MXX.png,1125x6418,黄莹莹,教授,北京医院
默沙东-紫色-肝-MXX.png,1125x6418,刘铭,教授,北京大学肿瘤医院
默沙东-紫色-肝-MXX.png,1125x6418,李照,教授,北京大学人民医院
默沙东-紫色-肝-MXX.png,1125x6418,李广欣,教授,北京清华长庚医
默沙东-紫色-肝-MXX.png,1125x6418,郑晟晏,教授,北京大学人民医院
默沙东-紫色-肝-MXX.png,1125x6418,孙鹏,教授,山东省肿瘤医区
默沙东-紫色-肝-MXX.png,1125x6418,张隽,教授,吉
默沙东-紫色-肝-MXX.png,1125x6418,赵文超,教授,解放军总医院
默沙东-紫色-肝-MXX.png,1125x6418,李光兵,教授,山东大学附属省立医院
默沙东-紫色-肝-MXX.png,1125x6418,田孝东,教授,北京大学第一医院
默沙东-紫色-肝-MXX.png,1125x6418,徐海峰,教授,北京大学肿瘤医院
默沙东-紫色-肝-MXX.png,1125x6418,刘占兵,教授,北大医院
默沙东-紫色-肝-MXX.png,1125x6418,王晖,教授,北京医院
默沙东-紫色-肝-MXX.png,1125x6418,金克敏,教授,北京大学肿瘤医队
默沙东-紫色-肝-MXX.png,1125x6418,涂玉亮,教授,解放军总医院第四医学中心
默沙东-紫色-肝-MXX.png,1125x6418,吕天石,教授,北京大学第一医院
默沙东-紫色-肝-MXX.png,1125x6418,蒋斌,教授,北京大学第三医院
默沙东-紫色-肝-MXX.png,1125x6418,张垒,教授,山东鹰售金程大学
默沙东-紫色-肝-MXX.png,1125x6418,马永,教授,北京大学第一医院
默沙东-紫色-肝-MXX.png,1125x6418,王磊,教授,附医科大医院
璞霖-深蓝-黑-药械-多人-XYF.png,1382x7006,,教授,本土企业康德莱医械一贯的支
齐鲁-淡蓝-中国风-病例征集-sw.png,1125x4397,1、参赛者为主治,医师,及以上职称，地区、医院不限，个人信息完整真实;2、参赛者身份为手术治疗的第一术者或本病例的主管
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,阮晓红,教授,
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,何勉,教授,山大学附属第
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,姜勇,教授,香港大学深圳医院肿瘤中心
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,郑芝祥,教授,
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,关明媚,教授,市第一人民医院
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,陈明,教授,
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,赵云荷,教授,
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,魏继红,教授,工门市中心医院
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,关明飞,教授,
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,池晓蓉,教授,夏门大学附属第一医院
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,何剑辉,教授,广东省人民医院
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,白义凤,教授,四川省人民医
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,李清丽,教授,李燕
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,洪澜,教授,
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,V谭灏,教授,山大学附属第一医院
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,林顺欢,教授,
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,石巧玲,教授,
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,严鸣,教授,
燃石-粉色-白色-妇科-肿瘤-多人-XYF.png,1200x6601,游可理,教授,
石药-肝病-白色-蓝色-浅蓝-简约-多人-XYF.png,1300x5790,王宏,教授,浏阳市人民医院
石药-肝病-白色-蓝色-浅蓝-简约-多人-XYF.png,1300x5790,杨田,教授,上海东方肝胆医院
石药-肝病-白色-蓝色-浅蓝-简约-多人-XYF.png,1300x5790,杨明,教授,浏阳市人民医院
石药-肝病-白色-蓝色-浅蓝-简约-多人-XYF.png,1300x5790,余佑林,教授,邵东市中医医院
石药-肝病-白色-蓝色-浅蓝-简约-多人-XYF.png,1300x5790,陈旭东,教授,湘乡市人民医院
石药-肝病-白色-蓝色-浅蓝-简约-多人-XYF.png,1300x5790,蔡正科,教授,宁乡市人民医院
石药-肝病-白色-蓝色-浅蓝-简约-多人-XYF.png,1300x5790,郑求玲,教授,邵东市人民医院
石药-肝病-白色-蓝色-浅蓝-简约-多人-XYF.png,1300x5790,苏闻佩,教授,武冈展辉医院
石药-肝病-白色-蓝色-浅蓝-简约-多人-XYF.png,1300x5790,龚文丰,教授,双峰县人民医院
无锡医院-妇科-保健-女性-蓝色-科技-简约-XYF.png,1300x5090,程文俊,教授,南京医科大学第一附属医院
无锡医院-妇科-保健-女性-蓝色-科技-简约-XYF.png,1300x5090,胡娅莉,教授,南京大学附属鼓楼医院
无锡医院-妇科-保健-女性-蓝色-科技-简约-XYF.png,1300x5090,周怀君,教授,南京鼓楼医院
无锡医院-妇科-保健-女性-蓝色-科技-简约-XYF.png,1300x5090,张拥军,教授,海交通大学医学院附属新华医院
无锡医院-妇科-保健-女性-蓝色-科技-简约-XYF.png,1300x5090,范大明,教授,江南大学科研院
无锡医院-妇科-保健-女性-蓝色-科技-简约-XYF.png,1300x5090,隋 龙,教授,复旦大学附属妇产科医院
无锡医院-妇科-保健-女性-蓝色-科技-简约-XYF.png,1300x5090,戴毅敏,教授,南京鼓楼医院
无锡医院-妇科-保健-女性-蓝色-科技-简约-XYF.png,1300x5090,任芸芸,教授,复旦大学附属妇产科医院
无锡医院-妇科-保健-女性-蓝色-科技-简约-XYF.png,1300x5090,鲍时华,教授,上海市第一妇婴保健院
无锡医院-妇科-保健-女性-蓝色-科技-简约-XYF.png,1300x5090,刘 铭,教授,同济大学附属东方医院
杏灵九旭设计-深蓝色科技风-dyn.png,1125x4704,肖 波,教授,中南大学湘雅医院
杏灵九旭设计-深蓝色科技风-dyn.png,1125x4704,谷文萍,教授,中南大学湘雅医院特邀嘉宾
杏灵九旭设计-深蓝色科技风-dyn.png,1125x4704,胡治平,教授,中南大学湘雅二医院中南大学湘雅三医院湖南省人民医院
杏灵九旭设计-深蓝色科技风-dyn.png,1125x4704,高小平,教授,
杏灵九旭设计-深蓝色科技风-dyn.png,1125x4704,张如旭,教授,
杏灵九旭设计-深蓝色科技风-dyn.png,1125x4704,谭红,教授,长沙市第一医院湖南省中西医结合医院 常德市第一人民医院
杏灵九旭设计-深蓝色科技风-dyn.png,1125x4704,伍大华,教授,
杏灵九旭设计-深蓝色科技风-dyn.png,1125x4704,文俊,教授,
远大-百家讲坛-浅蓝色-简约-ZYK（根据客户提供单人海报延展）.png,2268x8133,易岂建,教授,重庆医科大学附属儿童医院点评专家
远大-百家讲坛-浅蓝色-简约-ZYK（根据客户提供单人海报延展）.png,2268x8133,解春红,教授,浙江大学医学院附属儿童医院主题讲者
远大-百家讲坛-浅蓝色-简约-ZYK（根据客户提供单人海报延展）.png,2268x8133,王阳,教授,北京新世纪儿童医院
远大-百家讲坛-浅蓝色-简约-ZYK（根据客户提供单人海报延展）.png,2268x8133,彭华,教授,华中科技大学同济医学院
远大-百家讲坛-浅蓝色-简约-ZYK（根据客户提供单人海报延展）.png,2268x8133,凌业生,教授,中山大学附属第三医院
远大-百家讲坛-浅蓝色-简约-ZYK（根据客户提供单人海报延展）.png,2268x8133,纪志娴,教授,青岛妇女儿童医院
兆科-粉色-血液-ZYK.jpg,1080x4512,张连生,教授,兰州大学第二医院
兆科-粉色-血液-ZYK.jpg,1080x4512,邵宗鸿,教授,天津医科大学总医院
兆科-粉色-血液-ZYK.jpg,1080x4512,邢莉民,教授,天津医科大学总医院
兆科-粉色-血液-ZYK.jpg,1080x4512,王 艳,医师,天津医科大学第二医院
兆科-粉色-血液-ZYK.jpg,1080x4512,毕书红,教授,北京大学第三医院
兆科-粉色-血液-ZYK.jpg,1080x4512,韩 冰,教授,北京协和医院
兆科-粉色-血液-ZYK.jpg,1080x4512,白洁,教授,天津医科大学第二医院
正大天晴-浅蓝-lyl.png,1242x3547,青禾,医师,论坛
正大天晴-浅蓝-lyl.png,1242x3547,浙江省肿瘤医院宋正波教授时间：2023年2月24日（周五）下午15:00点：杭州师范大学金华路校区地临床教学楼二楼201会议室报告主题：1、如何从临床实践中挖掘科研思路2、临床试验病房的运行体会和经验分享特邀人员：宋正波浙江省肿瘤医院会议主持：王明伟‧杭州师范大学附属医院专家介绍浙江省肿瘤医院期临床试验病房主任浙江省肿瘤医院GCP中心,副主任,中国抗癌协会肿瘤人工智能专委会常务委员中国临床肿瘤学会青年专家委员会常务委员中国抗癌协会肺癌专业委员会委员中国抗癌协会纵肿瘤专委会委员中国抗癌协会癌症康复与姑息专委会委员中国临床肿瘤学会肿瘤支持与康复专委会委员中国临床肿瘤学会肿瘤大数据专委会委员中国临床肿瘤学会药物安全管理委员会委员中华医学会肿瘤学分会肿瘤康复与支持学组委员中国初级卫生保健基金会少/罕见突变肿瘤专委会副主委浙江省医学会肿瘤化疗与生物治疗专委会副主委浙江省抗癌协会靶向与细胞治疗专委会副主委
中美华东设计-浅紫色山水心脏客户提供元素-地图-dyn.png,1125x4755,母义明,教授,解放军总医院第一医学中心
中美华东设计-浅紫色山水心脏客户提供元素-地图-dyn.png,1125x4755,邹大进,教授,上海市第十人民医院同济大学附属第十人民医院
中美华东设计-浅紫色山水心脏客户提供元素-地图-dyn.png,1125x4755,冯波,教授,上海市东方医院
中美华东设计-浅紫色山水心脏客户提供元素-地图-dyn.png,1125x4755,梅聪,医师,昆明市延安医院
